Band_URL;Artist_URL;isActive
http://dbpedia.org/resource/Gila_(band);http://dbpedia.org/resource/Daniel_Fichelscher;False
http://dbpedia.org/resource/Gila_(band);http://dbpedia.org/resource/Florian_Fricke;False
http://dbpedia.org/resource/Die_Haut;http://dbpedia.org/resource/Christoph_Dreher;False
http://dbpedia.org/resource/Die_Haut;http://dbpedia.org/resource/Jochen_Arbeit;False
http://dbpedia.org/resource/Die_Haut;http://dbpedia.org/resource/Thomas_Wydler;False
http://dbpedia.org/resource/Death_Cab_for_Cutie;http://dbpedia.org/resource/Chris_Walla;False
http://dbpedia.org/resource/Death_Cab_for_Cutie;http://dbpedia.org/resource/Michael_Schorr;False
http://dbpedia.org/resource/Death_Cab_for_Cutie;http://dbpedia.org/resource/Nathan_Good;False
http://dbpedia.org/resource/Soilent_Green;http://dbpedia.org/resource/Scott_Williams_(musician);False
http://dbpedia.org/resource/Phantom_Planet;http://dbpedia.org/resource/Jacques_Brautbar;False
http://dbpedia.org/resource/Phantom_Planet;http://dbpedia.org/resource/Jason_Schwartzman;False
http://dbpedia.org/resource/The_Philosopher_Kings;http://dbpedia.org/resource/Craig_Hunter;False
http://dbpedia.org/resource/The_Philosopher_Kings;http://dbpedia.org/resource/Brian_West_(musician);False
http://dbpedia.org/resource/Planxty;http://dbpedia.org/resource/Liam_O'Flynn;False
http://dbpedia.org/resource/Planxty;http://dbpedia.org/resource/Nollaig_Casey;False
http://dbpedia.org/resource/Planxty;http://dbpedia.org/resource/Dónal_Lunny;False
http://dbpedia.org/resource/Planxty;http://dbpedia.org/resource/Noel_Hill_(musician);False
http://dbpedia.org/resource/Planxty;http://dbpedia.org/resource/Bill_Whelan;False
http://dbpedia.org/resource/Planxty;http://dbpedia.org/resource/Johnny_Moynihan;False
http://dbpedia.org/resource/Planxty;http://dbpedia.org/resource/Paul_Brady;False
http://dbpedia.org/resource/Planxty;http://dbpedia.org/resource/Andy_Irvine_(musician);False
http://dbpedia.org/resource/Planxty;http://dbpedia.org/resource/Christy_Moore;False
http://dbpedia.org/resource/Planxty;http://dbpedia.org/resource/Matt_Molloy;False
http://dbpedia.org/resource/Eagles_of_Death_Metal;http://dbpedia.org/resource/Eagles_of_Death_Metal;False
http://dbpedia.org/resource/Curved_Air;http://dbpedia.org/resource/Mike_Wedgwood;False
http://dbpedia.org/resource/Curved_Air;http://dbpedia.org/resource/Darryl_Way;False
http://dbpedia.org/resource/Curved_Air;http://dbpedia.org/resource/Tony_Reeves;False
http://dbpedia.org/resource/Curved_Air;http://dbpedia.org/resource/Eddie_Jobson;False
http://dbpedia.org/resource/Curved_Air;http://dbpedia.org/resource/Stewart_Copeland;False
http://dbpedia.org/resource/Curved_Air;http://dbpedia.org/resource/Francis_Monkman;False
http://dbpedia.org/resource/Lucifer's_Friend;http://dbpedia.org/resource/Udo_Dahmen;False
http://dbpedia.org/resource/Lucifer's_Friend;http://dbpedia.org/resource/Mike_Starrs;False
http://dbpedia.org/resource/Erreway;http://dbpedia.org/resource/Benjamín_Rojas;False
http://dbpedia.org/resource/Erreway;http://dbpedia.org/resource/Luisana_Lopilato;False
http://dbpedia.org/resource/Erreway;http://dbpedia.org/resource/Felipe_Colombo;False
http://dbpedia.org/resource/Erreway;http://dbpedia.org/resource/Camila_Bordonaba;False
http://dbpedia.org/resource/Big_D_and_the_Kids_Table;http://dbpedia.org/resource/Brian_Klemm;False
http://dbpedia.org/resource/Tortoise_(band);http://dbpedia.org/resource/Bundy_K._Brown;False
http://dbpedia.org/resource/Tortoise_(band);http://dbpedia.org/resource/David_Pajo;False
http://dbpedia.org/resource/Asobi_Seksu;http://dbpedia.org/resource/Larry_Gorman;False
http://dbpedia.org/resource/Asobi_Seksu;http://dbpedia.org/resource/Yuki_Chikudate;False
http://dbpedia.org/resource/Hey_Mercedes;http://dbpedia.org/resource/Bob_Nanna;False
http://dbpedia.org/resource/Hey_Mercedes;http://dbpedia.org/resource/Damon_Atkinson;False
http://dbpedia.org/resource/Arc_Angels;http://dbpedia.org/resource/Tommy_Shannon;False
http://dbpedia.org/resource/Mystic_Prophecy;http://dbpedia.org/resource/Gus_G;False
http://dbpedia.org/resource/Enuff_Z'Nuff;http://dbpedia.org/resource/Donnie_Vie;False
http://dbpedia.org/resource/Our_Heart's_Hero;http://dbpedia.org/resource/Seth_Morrison_(musician);False
http://dbpedia.org/resource/Bongwater_(band);http://dbpedia.org/resource/Dave_Rick;False
http://dbpedia.org/resource/Bongwater_(band);http://dbpedia.org/resource/Ann_Magnuson;False
http://dbpedia.org/resource/Bongwater_(band);http://dbpedia.org/resource/David_Licht;False
http://dbpedia.org/resource/Anal_Cunt;http://dbpedia.org/resource/Seth_Putnam;False
http://dbpedia.org/resource/Anal_Cunt;http://dbpedia.org/resource/Scott_Hull_(musician);False
http://dbpedia.org/resource/Angelic_Upstarts;http://dbpedia.org/resource/Splodgenessabounds;False
http://dbpedia.org/resource/Angelic_Upstarts;http://dbpedia.org/resource/Paul_Thompson_(musician);False
http://dbpedia.org/resource/The_Bluetones;http://dbpedia.org/resource/Richard_Payne_(musician);False
http://dbpedia.org/resource/Mae_Moore;http://dbpedia.org/resource/Ashwin_Sood;False
http://dbpedia.org/resource/My_Chemical_Romance;http://dbpedia.org/resource/Gerard_Way;False
http://dbpedia.org/resource/My_Chemical_Romance;http://dbpedia.org/resource/Mikey_Way;False
http://dbpedia.org/resource/My_Chemical_Romance;http://dbpedia.org/resource/Ray_Toro;False
http://dbpedia.org/resource/My_Chemical_Romance;http://dbpedia.org/resource/Frank_Iero;False
http://dbpedia.org/resource/My_Chemical_Romance;http://dbpedia.org/resource/James_Dewees;False
http://dbpedia.org/resource/My_Chemical_Romance;http://dbpedia.org/resource/Bob_Bryar;False
http://dbpedia.org/resource/F(x)_(band);http://dbpedia.org/resource/Sulli;False
http://dbpedia.org/resource/Grace_Potter_and_the_Nocturnals;http://dbpedia.org/resource/Catherine_Popper;False
http://dbpedia.org/resource/Steps_Ahead;http://dbpedia.org/resource/Steve_Khan;False
http://dbpedia.org/resource/Steps_Ahead;http://dbpedia.org/resource/Eliane_Elias;False
http://dbpedia.org/resource/Steps_Ahead;http://dbpedia.org/resource/Michael_Brecker;False
http://dbpedia.org/resource/Steps_Ahead;http://dbpedia.org/resource/Peter_Erskine;False
http://dbpedia.org/resource/Steps_Ahead;http://dbpedia.org/resource/Rachel_Z;False
http://dbpedia.org/resource/Steps_Ahead;http://dbpedia.org/resource/Mike_Stern;False
http://dbpedia.org/resource/Steps_Ahead;http://dbpedia.org/resource/Steve_Gadd;False
http://dbpedia.org/resource/Steps_Ahead;http://dbpedia.org/resource/Don_Grolnick;False
http://dbpedia.org/resource/Steps_Ahead;http://dbpedia.org/resource/Bob_Berg;False
http://dbpedia.org/resource/Steps_Ahead;http://dbpedia.org/resource/Darryl_Jones;False
http://dbpedia.org/resource/Steps_Ahead;http://dbpedia.org/resource/Dennis_Chambers;False
http://dbpedia.org/resource/Steps_Ahead;http://dbpedia.org/resource/Victor_Bailey_(musician);False
http://dbpedia.org/resource/Steps_Ahead;http://dbpedia.org/resource/Marc_Johnson_(musician);False
http://dbpedia.org/resource/Emarosa;http://dbpedia.org/resource/Jonny_Craig;False
http://dbpedia.org/resource/Emarosa;http://dbpedia.org/resource/Tilian_Pearson;False
http://dbpedia.org/resource/Cave_In;http://dbpedia.org/resource/Ben_Koller;False
http://dbpedia.org/resource/American_Hi-Fi;http://dbpedia.org/resource/Jason_Sutter;False
http://dbpedia.org/resource/Braid_(band);http://dbpedia.org/resource/Jay_Ryan_(artist);False
http://dbpedia.org/resource/I_Killed_the_Prom_Queen;http://dbpedia.org/resource/Michael_Crafter;False
http://dbpedia.org/resource/I_Killed_the_Prom_Queen;http://dbpedia.org/resource/Leaton_Rose;False
http://dbpedia.org/resource/Steel_Train;http://dbpedia.org/resource/Evan_Winiker;False
http://dbpedia.org/resource/Steel_Train;http://dbpedia.org/resource/Scott_Irby-Ranniar;False
http://dbpedia.org/resource/Steel_Train;http://dbpedia.org/resource/Jack_Antonoff;False
http://dbpedia.org/resource/Graham_Central_Station;http://dbpedia.org/resource/Larry_Graham;False
http://dbpedia.org/resource/Graham_Central_Station;http://dbpedia.org/resource/Willie_Sparks;False
